  -4.000    0.000   0.004   0.022   0.183   0.342   0.450
  -3.900    0.000   0.004   0.022   0.184   0.342   0.447
  -3.800    0.000   0.004   0.023   0.188   0.342   0.443
  -3.700    0.000   0.004   0.025   0.193   0.342   0.436
  -3.600    0.000   0.005   0.027   0.199   0.341   0.427
  -3.500    0.001   0.006   0.029   0.207   0.340   0.417
  -3.400    0.001   0.007   0.032   0.216   0.339   0.405
  -3.300    0.001   0.008   0.036   0.226   0.338   0.391
  -3.200    0.001   0.010   0.040   0.238   0.336   0.376
  -3.100    0.001   0.011   0.044   0.249   0.334   0.360
  -3.000    0.002   0.013   0.049   0.262   0.331   0.343
  -2.900    0.002   0.016   0.055   0.275   0.328   0.325
  -2.800    0.003   0.018   0.061   0.288   0.324   0.307
  -2.700    0.003   0.021   0.067   0.301   0.319   0.289
  -2.600    0.004   0.024   0.074   0.313   0.314   0.270
  -2.500    0.005   0.028   0.081   0.326   0.308   0.252
  -2.400    0.006   0.032   0.088   0.337   0.302   0.235
  -2.300    0.007   0.037   0.096   0.349   0.294   0.217
  -2.200    0.008   0.042   0.104   0.359   0.287   0.200
  -2.100    0.010   0.048   0.112   0.368   0.278   0.184
  -2.000    0.011   0.054   0.121   0.376   0.269   0.169
  -1.900    0.013   0.061   0.129   0.383   0.260   0.154
  -1.800    0.016   0.068   0.138   0.389   0.250   0.140
  -1.700    0.018   0.076   0.147   0.393   0.240   0.127
  -1.600    0.022   0.084   0.155   0.396   0.229   0.115
  -1.500    0.025   0.093   0.164   0.397   0.218   0.103
  -1.400    0.029   0.103   0.172   0.397   0.207   0.093
  -1.300    0.033   0.113   0.180   0.395   0.196   0.083
  -1.200    0.038   0.124   0.187   0.392   0.185   0.074
  -1.100    0.044   0.135   0.194   0.388   0.173   0.065
  -1.000    0.050   0.147   0.201   0.382   0.162   0.058
  -0.900    0.057   0.159   0.207   0.374   0.151   0.051
  -0.800    0.065   0.171   0.213   0.366   0.141   0.045
  -0.700    0.073   0.184   0.218   0.356   0.130   0.039
  -0.600    0.082   0.196   0.222   0.346   0.120   0.034
  -0.500    0.092   0.209   0.225   0.334   0.111   0.030
  -0.400    0.102   0.222   0.227   0.321   0.101   0.026
  -0.300    0.114   0.235   0.229   0.308   0.092   0.022
  -0.200    0.126   0.248   0.230   0.294   0.084   0.019
  -0.100    0.138   0.260   0.229   0.280   0.076   0.016
   0.000    0.152   0.272   0.228   0.265   0.069   0.014
   0.100    0.166   0.283   0.226   0.251   0.062   0.012
   0.200    0.181   0.294   0.224   0.236   0.055   0.010
   0.300    0.197   0.304   0.220   0.221   0.049   0.009
   0.400    0.213   0.313   0.216   0.207   0.044   0.007
   0.500    0.230   0.321   0.211   0.192   0.039   0.006
   0.600    0.247   0.329   0.206   0.178   0.034   0.005
   0.700    0.265   0.336   0.200   0.165   0.030   0.004
   0.800    0.283   0.341   0.194   0.152   0.027   0.004
   0.900    0.301   0.346   0.187   0.140   0.023   0.003
   1.000    0.319   0.350   0.180   0.128   0.020   0.002
   1.100    0.338   0.352   0.173   0.117   0.018   0.002
   1.200    0.357   0.354   0.165   0.107   0.015   0.002
   1.300    0.376   0.355   0.158   0.097   0.013   0.001
   1.400    0.394   0.355   0.150   0.088   0.011   0.001
   1.500    0.413   0.354   0.143   0.079   0.010   0.001
   1.600    0.432   0.352   0.135   0.072   0.008   0.001
   1.700    0.450   0.350   0.128   0.065   0.007   0.001
   1.800    0.468   0.346   0.121   0.058   0.006   0.000
   1.900    0.486   0.343   0.113   0.052   0.005   0.000
   2.000    0.504   0.338   0.107   0.046   0.004   0.000
   2.100    0.521   0.333   0.100   0.042   0.004   0.000
   2.200    0.538   0.327   0.094   0.037   0.003   0.000
   2.300    0.555   0.321   0.088   0.033   0.003   0.000
   2.400    0.572   0.315   0.082   0.029   0.002   0.000
   2.500    0.587   0.308   0.076   0.026   0.002   0.000
   2.600    0.603   0.301   0.071   0.023   0.002   0.000
   2.700    0.618   0.294   0.066   0.020   0.001   0.000
   2.800    0.633   0.287   0.061   0.018   0.001   0.000
   2.900    0.647   0.279   0.057   0.016   0.001   0.000
   3.000    0.661   0.272   0.052   0.014   0.001   0.000
   3.100    0.675   0.264   0.049   0.012   0.001   0.000
   3.200    0.688   0.256   0.045   0.011   0.001   0.000
   3.300    0.700   0.248   0.041   0.010   0.000   0.000
   3.400    0.712   0.241   0.038   0.008   0.000   0.000
   3.500    0.724   0.233   0.035   0.007   0.000   0.000
   3.600    0.736   0.225   0.032   0.006   0.000   0.000
   3.700    0.747   0.218   0.030   0.006   0.000   0.000
   3.800    0.757   0.210   0.027   0.005   0.000   0.000
   3.900    0.767   0.203   0.025   0.004   0.000   0.000
   4.000    0.777   0.196   0.023   0.004   0.000   0.000
