  -4.000    0.545
  -3.900    0.598
  -3.800    0.656
  -3.700    0.720
  -3.600    0.790
  -3.500    0.866
  -3.400    0.948
  -3.300    1.037
  -3.200    1.133
  -3.100    1.234
  -3.000    1.342
  -2.900    1.455
  -2.800    1.572
  -2.700    1.693
  -2.600    1.817
  -2.500    1.942
  -2.400    2.067
  -2.300    2.192
  -2.200    2.314
  -2.100    2.434
  -2.000    2.550
  -1.900    2.661
  -1.800    2.767
  -1.700    2.869
  -1.600    2.965
  -1.500    3.055
  -1.400    3.141
  -1.300    3.222
  -1.200    3.298
  -1.100    3.369
  -1.000    3.437
  -0.900    3.501
  -0.800    3.561
  -0.700    3.618
  -0.600    3.673
  -0.500    3.725
  -0.400    3.776
  -0.300    3.824
  -0.200    3.870
  -0.100    3.915
   0.000    3.959
   0.100    4.001
   0.200    4.043
   0.300    4.083
   0.400    4.123
   0.500    4.161
   0.600    4.199
   0.700    4.236
   0.800    4.273
   0.900    4.308
   1.000    4.343
   1.100    4.376
   1.200    4.409
   1.300    4.440
   1.400    4.470
   1.500    4.499
   1.600    4.526
   1.700    4.552
   1.800    4.575
   1.900    4.597
   2.000    4.616
   2.100    4.633
   2.200    4.647
   2.300    4.659
   2.400    4.668
   2.500    4.674
   2.600    4.677
   2.700    4.677
   2.800    4.675
   2.900    4.669
   3.000    4.661
   3.100    4.649
   3.200    4.636
   3.300    4.619
   3.400    4.600
   3.500    4.579
   3.600    4.556
   3.700    4.531
   3.800    4.504
   3.900    4.475
   4.000    4.445
