  -4.000    0.891
  -3.900    0.928
  -3.800    0.966
  -3.700    1.007
  -3.600    1.048
  -3.500    1.092
  -3.400    1.137
  -3.300    1.184
  -3.200    1.232
  -3.100    1.283
  -3.000    1.335
  -2.900    1.388
  -2.800    1.444
  -2.700    1.501
  -2.600    1.561
  -2.500    1.622
  -2.400    1.684
  -2.300    1.749
  -2.200    1.815
  -2.100    1.883
  -2.000    1.952
  -1.900    2.023
  -1.800    2.095
  -1.700    2.169
  -1.600    2.243
  -1.500    2.319
  -1.400    2.395
  -1.300    2.472
  -1.200    2.548
  -1.100    2.623
  -1.000    2.697
  -0.900    2.768
  -0.800    2.836
  -0.700    2.899
  -0.600    2.956
  -0.500    3.007
  -0.400    3.049
  -0.300    3.082
  -0.200    3.105
  -0.100    3.116
   0.000    3.116
   0.100    3.105
   0.200    3.083
   0.300    3.050
   0.400    3.008
   0.500    2.958
   0.600    2.901
   0.700    2.838
   0.800    2.770
   0.900    2.699
   1.000    2.625
   1.100    2.550
   1.200    2.474
   1.300    2.397
   1.400    2.321
   1.500    2.246
   1.600    2.171
   1.700    2.097
   1.800    2.025
   1.900    1.954
   2.000    1.884
   2.100    1.817
   2.200    1.750
   2.300    1.686
   2.400    1.623
   2.500    1.562
   2.600    1.503
   2.700    1.446
   2.800    1.390
   2.900    1.336
   3.000    1.284
   3.100    1.234
   3.200    1.185
   3.300    1.138
   3.400    1.093
   3.500    1.050
   3.600    1.008
   3.700    0.967
   3.800    0.929
   3.900    0.892
   4.000    0.856
