 1   53    0.000   -1.508    1.604    1.872    1.034    0.000    2.156    1.588
 2   53    0.000   -1.117    2.358    2.345    0.996    0.000    2.619    2.072
 3   53    0.000   -0.884    2.358    2.595    0.945    0.000    2.855    2.336
 4   53    0.000   -0.670    2.887    2.804    0.903    0.000    3.052    2.556
 5   52    0.000   -0.507    3.038    2.951    0.877    0.000    3.194    2.708
 6   52    0.000   -0.381    3.000    3.060    0.861    0.000    3.299    2.822
 7   52    0.000   -0.240    3.192    3.178    0.845    0.000    3.412    2.943
 8   52    0.000   -0.088    3.288    3.300    0.832    0.000    3.531    3.069
 9   52    0.000    0.051    3.423    3.410    0.823    0.000    3.638    3.182
10   52    0.000    0.190    3.538    3.519    0.814    0.000    3.745    3.293
11   52    0.000    0.348    3.481    3.640    0.805    0.000    3.864    3.417
12   52    0.000    0.547    3.904    3.792    0.792    0.000    4.012    3.572
13   52    0.000    0.876    4.058    4.036    0.761    0.000    4.247    3.825
14   52    0.000    1.330    4.404    4.335    0.687    0.000    4.525    4.144
15   52    0.000    2.142    4.442    4.421    0.641    0.000    4.599    4.243
