 1   53    0.000   -1.508    1.585    1.751    1.032    0.000    2.034    1.467
 2   53    0.000   -1.117    2.132    2.095    1.055    0.000    2.384    1.805
 3   53    0.000   -0.884    2.151    2.306    1.045    0.000    2.593    2.019
 4   53    0.000   -0.670    2.358    2.496    1.029    0.000    2.779    2.214
 5   52    0.000   -0.507    2.712    2.637    1.013    0.000    2.918    2.356
 6   52    0.000   -0.381    2.692    2.744    1.000    0.000    3.021    2.467
 7   52    0.000   -0.240    3.077    2.861    0.985    0.000    3.134    2.588
 8   52    0.000   -0.088    2.808    2.984    0.969    0.000    3.253    2.715
 9   52    0.000    0.051    3.288    3.094    0.956    0.000    3.359    2.829
10   52    0.000    0.190    3.096    3.204    0.943    0.000    3.466    2.943
11   52    0.000    0.348    3.308    3.327    0.927    0.000    3.585    3.070
12   52    0.000    0.547    3.538    3.479    0.906    0.000    3.730    3.227
13   52    0.000    0.876    3.750    3.700    0.862    0.000    3.940    3.461
14   52    0.000    1.330    3.827    3.854    0.818    0.000    4.081    3.627
15   52    0.000    2.142    3.327    3.471    0.895    0.000    3.719    3.223
