 1   53    0.000   -1.508    1.906    2.050    1.024    0.000    2.331    1.769
 2   53    0.000   -1.117    2.528    2.562    0.969    0.000    2.828    2.295
 3   53    0.000   -0.884    2.623    2.819    0.902    0.000    3.066    2.571
 4   53    0.000   -0.670    2.849    3.025    0.847    0.000    3.258    2.792
 5   52    0.000   -0.507    3.135    3.167    0.812    0.000    3.392    2.942
 6   52    0.000   -0.381    3.115    3.270    0.790    0.000    3.489    3.051
 7   52    0.000   -0.240    3.481    3.378    0.770    0.000    3.592    3.165
 8   52    0.000   -0.088    3.577    3.491    0.752    0.000    3.699    3.282
 9   52    0.000    0.051    3.615    3.590    0.739    0.000    3.795    3.385
10   52    0.000    0.190    3.692    3.688    0.729    0.000    3.890    3.486
11   52    0.000    0.348    4.038    3.797    0.718    0.000    3.996    3.598
12   52    0.000    0.547    4.000    3.933    0.705    0.000    4.129    3.738
13   52    0.000    0.876    4.019    4.152    0.676    0.000    4.339    3.964
14   52    0.000    1.330    4.462    4.389    0.617    0.000    4.561    4.218
15   52    0.000    2.142    4.154    4.241    0.640    0.000    4.419    4.064
