 1   53    0.000   -1.508    3.245    3.174    1.204    0.000    3.505    2.843
 2   53    0.000   -1.117    3.151    3.411    1.105    0.000    3.715    3.108
 3   53    0.000   -0.884    3.321    3.529    1.048    0.000    3.817    3.241
 4   53    0.000   -0.670    3.660    3.628    0.999    0.000    3.902    3.353
 5   52    0.000   -0.507    3.731    3.698    0.964    0.000    3.965    3.431
 6   52    0.000   -0.381    3.673    3.749    0.938    0.000    4.009    3.489
 7   52    0.000   -0.240    3.904    3.803    0.910    0.000    4.055    3.551
 8   52    0.000   -0.088    3.846    3.858    0.882    0.000    4.102    3.613
 9   52    0.000    0.051    4.058    3.905    0.857    0.000    4.143    3.667
10   52    0.000    0.190    4.038    3.949    0.834    0.000    4.180    3.718
11   52    0.000    0.348    3.846    3.995    0.809    0.000    4.220    3.771
12   52    0.000    0.547    4.019    4.048    0.780    0.000    4.264    3.831
13   52    0.000    0.876    4.173    4.117    0.740    0.000    4.322    3.912
14   52    0.000    1.330    4.212    4.176    0.705    0.000    4.371    3.980
15   52    0.000    2.142    4.135    4.126    0.735    0.000    4.330    3.922
