  -4.000   38.620
  -3.900   39.372
  -3.800   40.146
  -3.700   40.945
  -3.600   41.772
  -3.500   42.632
  -3.400   43.527
  -3.300   44.461
  -3.200   45.438
  -3.100   46.459
  -3.000   47.528
  -2.900   48.648
  -2.800   49.819
  -2.700   51.043
  -2.600   52.321
  -2.500   53.651
  -2.400   55.032
  -2.300   56.461
  -2.200   57.933
  -2.100   59.444
  -2.000   60.985
  -1.900   62.547
  -1.800   64.120
  -1.700   65.693
  -1.600   67.254
  -1.500   68.792
  -1.400   70.296
  -1.300   71.757
  -1.200   73.166
  -1.100   74.519
  -1.000   75.810
  -0.900   77.037
  -0.800   78.196
  -0.700   79.288
  -0.600   80.313
  -0.500   81.271
  -0.400   82.164
  -0.300   82.994
  -0.200   83.762
  -0.100   84.471
   0.000   85.122
   0.100   85.718
   0.200   86.261
   0.300   86.752
   0.400   87.192
   0.500   87.582
   0.600   87.921
   0.700   88.207
   0.800   88.435
   0.900   88.600
   1.000   88.694
   1.100   88.708
   1.200   88.630
   1.300   88.454
   1.400   88.171
   1.500   87.780
   1.600   87.281
   1.700   86.678
   1.800   85.976
   1.900   85.185
   2.000   84.313
   2.100   83.372
   2.200   82.369
   2.300   81.313
   2.400   80.212
   2.500   79.072
   2.600   77.898
   2.700   76.693
   2.800   75.460
   2.900   74.201
   3.000   72.916
   3.100   71.608
   3.200   70.275
   3.300   68.918
   3.400   67.536
   3.500   66.131
   3.600   64.702
   3.700   63.249
   3.800   61.774
   3.900   60.277
   4.000   58.761
