 1   53    0.000   -1.508    2.585    2.617    1.206    0.000    2.948    2.285
 2   53    0.000   -1.117    2.698    2.772    1.174    0.000    3.095    2.450
 3   53    0.000   -0.884    2.849    2.837    1.154    0.000    3.154    2.521
 4   53    0.000   -0.670    2.755    2.876    1.140    0.000    3.189    2.562
 5   52    0.000   -0.507    3.000    2.890    1.135    0.000    3.205    2.575
 6   52    0.000   -0.381    2.981    2.890    1.135    0.000    3.205    2.576
 7   52    0.000   -0.240    2.788    2.881    1.139    0.000    3.196    2.565
 8   52    0.000   -0.088    2.615    2.859    1.147    0.000    3.177    2.541
 9   52    0.000    0.051    3.269    2.829    1.157    0.000    3.150    2.508
10   52    0.000    0.190    2.788    2.790    1.169    0.000    3.114    2.466
11   52    0.000    0.348    2.788    2.738    1.184    0.000    3.066    2.409
12   52    0.000    0.547    2.673    2.661    1.203    0.000    2.994    2.327
13   52    0.000    0.876    2.327    2.516    1.228    0.000    2.857    2.175
14   52    0.000    1.330    2.327    2.302    1.246    0.000    2.648    1.957
15   52    0.000    2.142    1.769    1.936    1.221    0.000    2.275    1.598
