  -4.000    0.775   0.127   0.074   0.020   0.004   0.000
  -3.900    0.755   0.133   0.083   0.024   0.005   0.000
  -3.800    0.733   0.138   0.093   0.029   0.006   0.000
  -3.700    0.710   0.144   0.103   0.035   0.008   0.000
  -3.600    0.684   0.149   0.115   0.041   0.010   0.000
  -3.500    0.657   0.153   0.127   0.049   0.013   0.001
  -3.400    0.627   0.157   0.140   0.058   0.017   0.001
  -3.300    0.596   0.160   0.153   0.068   0.021   0.001
  -3.200    0.563   0.162   0.167   0.080   0.027   0.001
  -3.100    0.528   0.164   0.180   0.093   0.033   0.002
  -3.000    0.492   0.164   0.194   0.107   0.041   0.003
  -2.900    0.455   0.162   0.206   0.122   0.051   0.003
  -2.800    0.418   0.160   0.218   0.138   0.062   0.004
  -2.700    0.380   0.156   0.228   0.156   0.075   0.006
  -2.600    0.342   0.151   0.237   0.174   0.089   0.007
  -2.500    0.305   0.145   0.244   0.192   0.106   0.009
  -2.400    0.270   0.137   0.248   0.209   0.124   0.012
  -2.300    0.236   0.129   0.250   0.226   0.144   0.015
  -2.200    0.204   0.120   0.250   0.243   0.165   0.018
  -2.100    0.175   0.110   0.247   0.257   0.188   0.023
  -2.000    0.149   0.100   0.241   0.270   0.212   0.027
  -1.900    0.125   0.091   0.234   0.281   0.237   0.033
  -1.800    0.104   0.081   0.224   0.289   0.262   0.039
  -1.700    0.086   0.072   0.213   0.296   0.287   0.046
  -1.600    0.070   0.063   0.201   0.299   0.312   0.054
  -1.500    0.057   0.055   0.188   0.300   0.337   0.063
  -1.400    0.046   0.048   0.175   0.299   0.360   0.072
  -1.300    0.037   0.041   0.161   0.296   0.383   0.083
  -1.200    0.029   0.035   0.147   0.291   0.404   0.094
  -1.100    0.023   0.029   0.134   0.284   0.423   0.106
  -1.000    0.018   0.025   0.121   0.276   0.441   0.119
  -0.900    0.014   0.021   0.109   0.266   0.457   0.133
  -0.800    0.011   0.017   0.098   0.256   0.471   0.148
  -0.700    0.008   0.014   0.087   0.244   0.483   0.163
  -0.600    0.007   0.012   0.077   0.232   0.493   0.180
  -0.500    0.005   0.010   0.068   0.220   0.501   0.197
  -0.400    0.004   0.008   0.060   0.207   0.506   0.215
  -0.300    0.003   0.006   0.052   0.194   0.510   0.234
  -0.200    0.002   0.005   0.045   0.182   0.512   0.254
  -0.100    0.002   0.004   0.039   0.169   0.512   0.274
   0.000    0.001   0.003   0.034   0.157   0.510   0.295
   0.100    0.001   0.003   0.029   0.145   0.506   0.317
   0.200    0.001   0.002   0.025   0.133   0.500   0.339
   0.300    0.001   0.002   0.021   0.122   0.493   0.361
   0.400    0.000   0.001   0.018   0.112   0.484   0.384
   0.500    0.000   0.001   0.015   0.102   0.474   0.408
   0.600    0.000   0.001   0.013   0.093   0.462   0.431
   0.700    0.000   0.001   0.011   0.084   0.450   0.455
   0.800    0.000   0.001   0.009   0.076   0.436   0.479
   0.900    0.000   0.000   0.008   0.068   0.422   0.502
   1.000    0.000   0.000   0.006   0.061   0.407   0.526
   1.100    0.000   0.000   0.005   0.054   0.391   0.549
   1.200    0.000   0.000   0.004   0.048   0.375   0.571
   1.300    0.000   0.000   0.004   0.043   0.359   0.594
   1.400    0.000   0.000   0.003   0.038   0.344   0.615
   1.500    0.000   0.000   0.002   0.034   0.328   0.636
   1.600    0.000   0.000   0.002   0.030   0.312   0.656
   1.700    0.000   0.000   0.002   0.026   0.297   0.675
   1.800    0.000   0.000   0.001   0.023   0.282   0.693
   1.900    0.000   0.000   0.001   0.020   0.269   0.710
   2.000    0.000   0.000   0.001   0.017   0.255   0.726
   2.100    0.000   0.000   0.001   0.015   0.243   0.741
   2.200    0.000   0.000   0.001   0.013   0.232   0.754
   2.300    0.000   0.000   0.000   0.012   0.222   0.765
   2.400    0.000   0.000   0.000   0.010   0.214   0.775
   2.500    0.000   0.000   0.000   0.009   0.207   0.784
   2.600    0.000   0.000   0.000   0.009   0.201   0.791
   2.700    0.000   0.000   0.000   0.008   0.196   0.796
   2.800    0.000   0.000   0.000   0.008   0.193   0.799
   2.900    0.000   0.000   0.000   0.007   0.192   0.801
   3.000    0.000   0.000   0.000   0.007   0.191   0.801
   3.100    0.000   0.000   0.000   0.007   0.193   0.799
   3.200    0.000   0.000   0.000   0.008   0.196   0.796
   3.300    0.000   0.000   0.000   0.009   0.200   0.791
   3.400    0.000   0.000   0.000   0.009   0.206   0.784
   3.500    0.000   0.000   0.000   0.010   0.213   0.776
   3.600    0.000   0.000   0.000   0.012   0.222   0.766
   3.700    0.000   0.000   0.001   0.013   0.232   0.754
   3.800    0.000   0.000   0.001   0.015   0.243   0.741
   3.900    0.000   0.000   0.001   0.017   0.255   0.727
   4.000    0.000   0.000   0.001   0.020   0.268   0.711
