 1   53    0.000   -1.508    1.887    2.080    1.016    0.000    2.359    1.800
 2   53    0.000   -1.117    2.528    2.570    0.998    0.000    2.844    2.296
 3   53    0.000   -0.884    2.830    2.841    0.954    0.000    3.103    2.579
 4   53    0.000   -0.670    2.962    3.069    0.908    0.000    3.318    2.819
 5   52    0.000   -0.507    3.154    3.228    0.873    0.000    3.470    2.986
 6   52    0.000   -0.381    3.346    3.344    0.847    0.000    3.579    3.109
 7   52    0.000   -0.240    3.385    3.465    0.820    0.000    3.693    3.238
 8   52    0.000   -0.088    3.692    3.589    0.792    0.000    3.809    3.370
 9   52    0.000    0.051    3.846    3.698    0.770    0.000    3.911    3.484
10   52    0.000    0.190    3.808    3.803    0.748    0.000    4.010    3.595
11   52    0.000    0.348    3.942    3.917    0.726    0.000    4.118    3.715
12   52    0.000    0.547    4.038    4.052    0.697    0.000    4.245    3.858
13   52    0.000    0.876    4.231    4.228    0.648    0.000    4.408    4.049
14   52    0.000    1.330    4.250    4.284    0.629    0.000    4.459    4.110
15   52    0.000    2.142    3.635    3.813    0.751    0.000    4.021    3.604
