  -4.000    0.845   0.144   0.010   0.000   0.000   0.000
  -3.900    0.827   0.159   0.013   0.001   0.000   0.000
  -3.800    0.808   0.176   0.016   0.001   0.000   0.000
  -3.700    0.786   0.193   0.020   0.001   0.000   0.000
  -3.600    0.762   0.211   0.025   0.002   0.000   0.000
  -3.500    0.737   0.231   0.031   0.002   0.000   0.000
  -3.400    0.709   0.251   0.038   0.003   0.000   0.000
  -3.300    0.679   0.271   0.046   0.004   0.000   0.000
  -3.200    0.647   0.292   0.056   0.006   0.000   0.000
  -3.100    0.612   0.312   0.067   0.008   0.000   0.000
  -3.000    0.576   0.332   0.081   0.011   0.000   0.000
  -2.900    0.539   0.350   0.096   0.014   0.001   0.000
  -2.800    0.499   0.367   0.114   0.019   0.001   0.000
  -2.700    0.459   0.381   0.134   0.025   0.002   0.000
  -2.600    0.418   0.391   0.155   0.033   0.002   0.000
  -2.500    0.377   0.398   0.178   0.043   0.003   0.000
  -2.400    0.336   0.401   0.203   0.055   0.005   0.000
  -2.300    0.296   0.399   0.228   0.070   0.007   0.000
  -2.200    0.257   0.392   0.253   0.088   0.010   0.000
  -2.100    0.221   0.380   0.277   0.108   0.014   0.000
  -2.000    0.187   0.363   0.299   0.132   0.019   0.000
  -1.900    0.156   0.342   0.318   0.158   0.026   0.000
  -1.800    0.128   0.317   0.333   0.187   0.035   0.001
  -1.700    0.103   0.289   0.343   0.218   0.046   0.001
  -1.600    0.082   0.260   0.348   0.250   0.059   0.001
  -1.500    0.064   0.229   0.347   0.281   0.076   0.002
  -1.400    0.049   0.200   0.341   0.312   0.095   0.003
  -1.300    0.037   0.171   0.330   0.341   0.117   0.004
  -1.200    0.028   0.144   0.314   0.366   0.142   0.006
  -1.100    0.021   0.119   0.294   0.388   0.170   0.008
  -1.000    0.015   0.098   0.272   0.405   0.200   0.011
  -0.900    0.011   0.079   0.247   0.416   0.233   0.014
  -0.800    0.007   0.063   0.222   0.422   0.267   0.019
  -0.700    0.005   0.049   0.197   0.423   0.302   0.024
  -0.600    0.004   0.038   0.172   0.418   0.337   0.031
  -0.500    0.002   0.029   0.149   0.409   0.372   0.039
  -0.400    0.002   0.022   0.127   0.394   0.406   0.049
  -0.300    0.001   0.017   0.108   0.376   0.438   0.060
  -0.200    0.001   0.012   0.090   0.355   0.468   0.074
  -0.100    0.000   0.009   0.074   0.332   0.495   0.090
   0.000    0.000   0.006   0.061   0.307   0.518   0.108
   0.100    0.000   0.005   0.049   0.280   0.537   0.129
   0.200    0.000   0.003   0.039   0.253   0.552   0.152
   0.300    0.000   0.002   0.031   0.226   0.562   0.178
   0.400    0.000   0.002   0.024   0.200   0.568   0.207
   0.500    0.000   0.001   0.019   0.175   0.569   0.237
   0.600    0.000   0.001   0.014   0.151   0.566   0.268
   0.700    0.000   0.000   0.011   0.129   0.561   0.299
   0.800    0.000   0.000   0.008   0.110   0.553   0.328
   0.900    0.000   0.000   0.006   0.095   0.545   0.354
   1.000    0.000   0.000   0.004   0.083   0.538   0.374
   1.100    0.000   0.000   0.004   0.076   0.533   0.387
   1.200    0.000   0.000   0.003   0.074   0.531   0.392
   1.300    0.000   0.000   0.004   0.076   0.533   0.388
   1.400    0.000   0.000   0.004   0.083   0.537   0.375
   1.500    0.000   0.000   0.006   0.095   0.545   0.355
   1.600    0.000   0.000   0.008   0.110   0.553   0.329
   1.700    0.000   0.000   0.011   0.129   0.560   0.300
   1.800    0.000   0.001   0.014   0.150   0.566   0.269
   1.900    0.000   0.001   0.018   0.174   0.569   0.238
   2.000    0.000   0.002   0.024   0.199   0.568   0.207
   2.100    0.000   0.002   0.031   0.225   0.562   0.179
   2.200    0.000   0.003   0.039   0.252   0.552   0.153
   2.300    0.000   0.005   0.049   0.279   0.538   0.129
   2.400    0.000   0.006   0.060   0.306   0.519   0.108
   2.500    0.000   0.009   0.074   0.331   0.495   0.090
   2.600    0.001   0.012   0.090   0.355   0.469   0.074
   2.700    0.001   0.016   0.107   0.376   0.439   0.061
   2.800    0.002   0.022   0.127   0.394   0.407   0.049
   2.900    0.002   0.029   0.148   0.408   0.373   0.039
   3.000    0.004   0.038   0.172   0.418   0.338   0.031
   3.100    0.005   0.049   0.196   0.423   0.303   0.024
   3.200    0.007   0.062   0.221   0.423   0.268   0.019
   3.300    0.011   0.078   0.247   0.417   0.234   0.014
   3.400    0.015   0.097   0.271   0.405   0.201   0.011
   3.500    0.020   0.119   0.293   0.389   0.171   0.008
   3.600    0.028   0.143   0.313   0.367   0.143   0.006
   3.700    0.037   0.170   0.329   0.342   0.118   0.004
   3.800    0.049   0.199   0.341   0.313   0.096   0.003
   3.900    0.064   0.228   0.347   0.282   0.076   0.002
   4.000    0.081   0.259   0.348   0.251   0.060   0.002
