  -4.000    0.000   0.003   0.018   0.133   0.402   0.443
  -3.900    0.000   0.003   0.017   0.131   0.402   0.447
  -3.800    0.000   0.003   0.017   0.130   0.402   0.447
  -3.700    0.000   0.003   0.018   0.132   0.402   0.444
  -3.600    0.000   0.004   0.020   0.137   0.403   0.437
  -3.500    0.000   0.004   0.022   0.144   0.403   0.427
  -3.400    0.000   0.005   0.025   0.152   0.404   0.413
  -3.300    0.000   0.007   0.029   0.163   0.404   0.397
  -3.200    0.001   0.009   0.034   0.175   0.403   0.379
  -3.100    0.001   0.011   0.039   0.189   0.402   0.358
  -3.000    0.001   0.014   0.046   0.203   0.400   0.336
  -2.900    0.001   0.017   0.053   0.218   0.397   0.314
  -2.800    0.002   0.021   0.061   0.234   0.392   0.290
  -2.700    0.002   0.026   0.070   0.249   0.386   0.267
  -2.600    0.003   0.031   0.079   0.264   0.379   0.244
  -2.500    0.004   0.038   0.090   0.278   0.370   0.221
  -2.400    0.005   0.045   0.101   0.291   0.359   0.200
  -2.300    0.006   0.054   0.112   0.303   0.347   0.179
  -2.200    0.008   0.064   0.124   0.313   0.333   0.159
  -2.100    0.010   0.075   0.136   0.321   0.318   0.141
  -2.000    0.012   0.087   0.149   0.327   0.302   0.123
  -1.900    0.015   0.101   0.161   0.331   0.284   0.108
  -1.800    0.018   0.116   0.173   0.333   0.266   0.093
  -1.700    0.022   0.133   0.185   0.332   0.248   0.081
  -1.600    0.027   0.150   0.196   0.329   0.229   0.069
  -1.500    0.032   0.169   0.206   0.323   0.211   0.059
  -1.400    0.039   0.189   0.215   0.316   0.192   0.050
  -1.300    0.046   0.209   0.223   0.306   0.174   0.042
  -1.200    0.054   0.230   0.230   0.295   0.156   0.035
  -1.100    0.063   0.252   0.235   0.282   0.140   0.029
  -1.000    0.073   0.273   0.238   0.268   0.124   0.024
  -0.900    0.084   0.295   0.240   0.252   0.109   0.019
  -0.800    0.097   0.315   0.240   0.236   0.096   0.016
  -0.700    0.110   0.336   0.239   0.220   0.083   0.013
  -0.600    0.124   0.355   0.236   0.203   0.072   0.010
  -0.500    0.139   0.372   0.232   0.187   0.062   0.008
  -0.400    0.155   0.389   0.227   0.170   0.053   0.006
  -0.300    0.172   0.403   0.220   0.155   0.045   0.005
  -0.200    0.190   0.416   0.212   0.140   0.038   0.004
  -0.100    0.209   0.427   0.204   0.125   0.032   0.003
   0.000    0.228   0.436   0.195   0.112   0.026   0.002
   0.100    0.248   0.444   0.185   0.100   0.022   0.002
   0.200    0.268   0.449   0.175   0.088   0.018   0.001
   0.300    0.289   0.452   0.165   0.078   0.015   0.001
   0.400    0.310   0.454   0.155   0.068   0.012   0.001
   0.500    0.331   0.454   0.145   0.060   0.010   0.001
   0.600    0.353   0.452   0.135   0.052   0.008   0.000
   0.700    0.374   0.448   0.125   0.045   0.007   0.000
   0.800    0.396   0.444   0.116   0.039   0.005   0.000
   0.900    0.418   0.437   0.107   0.034   0.004   0.000
   1.000    0.439   0.430   0.098   0.029   0.004   0.000
   1.100    0.460   0.422   0.090   0.025   0.003   0.000
   1.200    0.482   0.413   0.082   0.021   0.002   0.000
   1.300    0.502   0.403   0.075   0.018   0.002   0.000
   1.400    0.523   0.392   0.068   0.015   0.001   0.000
   1.500    0.543   0.381   0.062   0.013   0.001   0.000
   1.600    0.563   0.369   0.056   0.011   0.001   0.000
   1.700    0.582   0.357   0.051   0.009   0.001   0.000
   1.800    0.601   0.345   0.046   0.008   0.001   0.000
   1.900    0.619   0.332   0.042   0.007   0.000   0.000
   2.000    0.637   0.320   0.037   0.006   0.000   0.000
   2.100    0.654   0.307   0.034   0.005   0.000   0.000
   2.200    0.671   0.294   0.030   0.004   0.000   0.000
   2.300    0.688   0.282   0.027   0.003   0.000   0.000
   2.400    0.703   0.270   0.024   0.003   0.000   0.000
   2.500    0.718   0.258   0.022   0.002   0.000   0.000
   2.600    0.733   0.246   0.019   0.002   0.000   0.000
   2.700    0.747   0.234   0.017   0.002   0.000   0.000
   2.800    0.760   0.223   0.015   0.001   0.000   0.000
   2.900    0.773   0.212   0.014   0.001   0.000   0.000
   3.000    0.785   0.202   0.012   0.001   0.000   0.000
   3.100    0.797   0.191   0.011   0.001   0.000   0.000
   3.200    0.808   0.182   0.010   0.001   0.000   0.000
   3.300    0.819   0.172   0.008   0.001   0.000   0.000
   3.400    0.829   0.163   0.007   0.000   0.000   0.000
   3.500    0.839   0.154   0.007   0.000   0.000   0.000
   3.600    0.848   0.146   0.006   0.000   0.000   0.000
   3.700    0.857   0.138   0.005   0.000   0.000   0.000
   3.800    0.865   0.130   0.005   0.000   0.000   0.000
   3.900    0.873   0.123   0.004   0.000   0.000   0.000
   4.000    0.881   0.116   0.004   0.000   0.000   0.000
