 1   53    0.000   -1.508    2.962    2.756    1.240    0.000    3.097    2.415
 2   53    0.000   -1.117    2.717    2.859    1.210    0.000    3.191    2.526
 3   53    0.000   -0.884    2.792    2.876    1.204    0.000    3.207    2.545
 4   53    0.000   -0.670    2.679    2.867    1.208    0.000    3.198    2.535
 5   52    0.000   -0.507    2.788    2.844    1.216    0.000    3.182    2.507
 6   52    0.000   -0.381    2.923    2.818    1.225    0.000    3.158    2.478
 7   52    0.000   -0.240    2.750    2.781    1.237    0.000    3.124    2.438
 8   52    0.000   -0.088    2.885    2.732    1.252    0.000    3.079    2.385
 9   52    0.000    0.051    2.865    2.681    1.266    0.000    3.032    2.330
10   52    0.000    0.190    2.596    2.625    1.279    0.000    2.979    2.270
11   52    0.000    0.348    2.615    2.556    1.293    0.000    2.914    2.197
12   52    0.000    0.547    2.481    2.464    1.308    0.000    2.826    2.101
13   52    0.000    0.876    2.481    2.304    1.323    0.000    2.670    1.937
14   52    0.000    1.330    2.019    2.081    1.326    0.000    2.449    1.713
15   52    0.000    2.142    1.269    1.714    1.283    0.000    2.070    1.359
