  -4.000    0.519
  -3.900    0.568
  -3.800    0.622
  -3.700    0.681
  -3.600    0.744
  -3.500    0.813
  -3.400    0.888
  -3.300    0.968
  -3.200    1.054
  -3.100    1.145
  -3.000    1.241
  -2.900    1.341
  -2.800    1.446
  -2.700    1.553
  -2.600    1.662
  -2.500    1.773
  -2.400    1.884
  -2.300    1.995
  -2.200    2.104
  -2.100    2.210
  -2.000    2.315
  -1.900    2.415
  -1.800    2.512
  -1.700    2.605
  -1.600    2.694
  -1.500    2.779
  -1.400    2.860
  -1.300    2.938
  -1.200    3.012
  -1.100    3.082
  -1.000    3.150
  -0.900    3.215
  -0.800    3.278
  -0.700    3.339
  -0.600    3.398
  -0.500    3.456
  -0.400    3.512
  -0.300    3.568
  -0.200    3.622
  -0.100    3.676
   0.000    3.729
   0.100    3.781
   0.200    3.832
   0.300    3.883
   0.400    3.933
   0.500    3.981
   0.600    4.028
   0.700    4.074
   0.800    4.117
   0.900    4.157
   1.000    4.195
   1.100    4.228
   1.200    4.258
   1.300    4.282
   1.400    4.301
   1.500    4.315
   1.600    4.322
   1.700    4.323
   1.800    4.318
   1.900    4.307
   2.000    4.290
   2.100    4.268
   2.200    4.240
   2.300    4.208
   2.400    4.172
   2.500    4.133
   2.600    4.091
   2.700    4.046
   2.800    4.000
   2.900    3.951
   3.000    3.902
   3.100    3.852
   3.200    3.801
   3.300    3.749
   3.400    3.696
   3.500    3.643
   3.600    3.589
   3.700    3.534
   3.800    3.478
   3.900    3.421
   4.000    3.362
