 1   53    0.000   -1.508    1.472    1.669    1.046    0.000    1.957    1.382
 2   53    0.000   -1.117    2.132    2.013    1.059    0.000    2.304    1.722
 3   53    0.000   -0.884    2.189    2.219    1.042    0.000    2.505    1.933
 4   53    0.000   -0.670    2.170    2.402    1.019    0.000    2.682    2.122
 5   52    0.000   -0.507    2.692    2.536    1.000    0.000    2.814    2.259
 6   52    0.000   -0.381    2.481    2.637    0.986    0.000    2.911    2.364
 7   52    0.000   -0.240    2.808    2.747    0.971    0.000    3.016    2.477
 8   52    0.000   -0.088    2.808    2.862    0.956    0.000    3.127    2.596
 9   52    0.000    0.051    3.077    2.965    0.945    0.000    3.227    2.703
10   52    0.000    0.190    2.942    3.068    0.937    0.000    3.328    2.809
11   52    0.000    0.348    3.327    3.185    0.929    0.000    3.442    2.927
12   52    0.000    0.547    3.269    3.331    0.921    0.000    3.587    3.076
13   52    0.000    0.876    3.558    3.573    0.904    0.000    3.823    3.322
14   52    0.000    1.330    3.904    3.849    0.859    0.000    4.087    3.611
15   52    0.000    2.142    3.654    3.719    0.868    0.000    3.960    3.479
