 1   53    0.000   -1.508    2.717    2.519    1.301    0.000    2.876    2.162
 2   53    0.000   -1.117    2.717    2.724    1.252    0.000    3.068    2.380
 3   53    0.000   -0.884    2.604    2.815    1.217    0.000    3.149    2.481
 4   53    0.000   -0.670    2.849    2.873    1.192    0.000    3.201    2.546
 5   52    0.000   -0.507    2.904    2.899    1.179    0.000    3.227    2.572
 6   52    0.000   -0.381    2.731    2.907    1.176    0.000    3.233    2.581
 7   52    0.000   -0.240    2.731    2.901    1.178    0.000    3.228    2.575
 8   52    0.000   -0.088    3.077    2.881    1.188    0.000    3.210    2.551
 9   52    0.000    0.051    3.019    2.849    1.203    0.000    3.182    2.515
10   52    0.000    0.190    3.000    2.805    1.221    0.000    3.144    2.466
11   52    0.000    0.348    2.827    2.744    1.245    0.000    3.089    2.399
12   52    0.000    0.547    2.750    2.652    1.275    0.000    3.005    2.298
13   52    0.000    0.876    2.500    2.473    1.319    0.000    2.839    2.107
14   52    0.000    1.330    2.038    2.205    1.355    0.000    2.581    1.829
15   52    0.000    2.142    1.288    1.744    1.328    0.000    2.113    1.376
