 1   53    0.000   -1.508    2.906    2.951    1.217    0.000    3.286    2.617
 2   53    0.000   -1.117    3.226    3.357    1.087    0.000    3.656    3.058
 3   53    0.000   -0.884    3.415    3.540    1.009    0.000    3.817    3.263
 4   53    0.000   -0.670    3.585    3.687    0.946    0.000    3.947    3.427
 5   52    0.000   -0.507    3.731    3.788    0.903    0.000    4.039    3.538
 6   52    0.000   -0.381    3.923    3.861    0.873    0.000    4.103    3.618
 7   52    0.000   -0.240    3.615    3.936    0.843    0.000    4.170    3.703
 8   52    0.000   -0.088    4.154    4.013    0.813    0.000    4.238    3.787
 9   52    0.000    0.051    4.308    4.079    0.788    0.000    4.297    3.860
10   52    0.000    0.190    4.288    4.142    0.764    0.000    4.354    3.930
11   52    0.000    0.348    4.154    4.209    0.739    0.000    4.414    4.004
12   52    0.000    0.547    4.212    4.289    0.709    0.000    4.485    4.092
13   52    0.000    0.876    4.346    4.408    0.661    0.000    4.591    4.225
14   52    0.000    1.330    4.712    4.550    0.595    0.000    4.715    4.385
15   52    0.000    2.142    4.769    4.702    0.499    0.000    4.841    4.564
