  -4.000    3.053
  -3.900    3.086
  -3.800    3.119
  -3.700    3.151
  -3.600    3.181
  -3.500    3.209
  -3.400    3.236
  -3.300    3.260
  -3.200    3.283
  -3.100    3.302
  -3.000    3.320
  -2.900    3.334
  -2.800    3.345
  -2.700    3.354
  -2.600    3.359
  -2.500    3.361
  -2.400    3.360
  -2.300    3.356
  -2.200    3.348
  -2.100    3.338
  -2.000    3.324
  -1.900    3.308
  -1.800    3.289
  -1.700    3.267
  -1.600    3.243
  -1.500    3.217
  -1.400    3.189
  -1.300    3.160
  -1.200    3.129
  -1.100    3.096
  -1.000    3.063
  -0.900    3.028
  -0.800    2.993
  -0.700    2.956
  -0.600    2.920
  -0.500    2.882
  -0.400    2.845
  -0.300    2.807
  -0.200    2.769
  -0.100    2.731
   0.000    2.693
   0.100    2.654
   0.200    2.616
   0.300    2.578
   0.400    2.540
   0.500    2.501
   0.600    2.463
   0.700    2.426
   0.800    2.388
   0.900    2.350
   1.000    2.313
   1.100    2.275
   1.200    2.238
   1.300    2.201
   1.400    2.164
   1.500    2.128
   1.600    2.091
   1.700    2.055
   1.800    2.018
   1.900    1.982
   2.000    1.947
   2.100    1.911
   2.200    1.876
   2.300    1.841
   2.400    1.806
   2.500    1.771
   2.600    1.737
   2.700    1.702
   2.800    1.669
   2.900    1.635
   3.000    1.602
   3.100    1.569
   3.200    1.536
   3.300    1.504
   3.400    1.472
   3.500    1.441
   3.600    1.409
   3.700    1.379
   3.800    1.348
   3.900    1.318
   4.000    1.289
