 1   53    0.000   -1.508    1.415    1.654    1.150    0.000    1.970    1.338
 2   53    0.000   -1.117    2.245    2.088    1.193    0.000    2.416    1.760
 3   53    0.000   -0.884    2.415    2.362    1.178    0.000    2.686    2.039
 4   53    0.000   -0.670    2.660    2.606    1.147    0.000    2.921    2.291
 5   52    0.000   -0.507    2.635    2.782    1.118    0.000    3.092    2.472
 6   52    0.000   -0.381    2.808    2.913    1.092    0.000    3.216    2.610
 7   52    0.000   -0.240    3.077    3.053    1.064    0.000    3.348    2.758
 8   52    0.000   -0.088    3.250    3.197    1.033    0.000    3.483    2.910
 9   52    0.000    0.051    3.154    3.322    1.006    0.000    3.601    3.043
10   52    0.000    0.190    3.385    3.444    0.980    0.000    3.716    3.172
11   52    0.000    0.348    3.577    3.576    0.951    0.000    3.839    3.312
12   52    0.000    0.547    3.673    3.733    0.913    0.000    3.986    3.480
13   52    0.000    0.876    3.981    3.961    0.847    0.000    4.196    3.726
14   52    0.000    1.330    4.288    4.164    0.767    0.000    4.377    3.951
15   52    0.000    2.142    3.827    3.928    0.844    0.000    4.162    3.694
