  -4.000    0.101
  -3.900    0.114
  -3.800    0.130
  -3.700    0.147
  -3.600    0.167
  -3.500    0.190
  -3.400    0.216
  -3.300    0.246
  -3.200    0.280
  -3.100    0.320
  -3.000    0.364
  -2.900    0.415
  -2.800    0.473
  -2.700    0.538
  -2.600    0.612
  -2.500    0.694
  -2.400    0.784
  -2.300    0.883
  -2.200    0.991
  -2.100    1.106
  -2.000    1.228
  -1.900    1.354
  -1.800    1.485
  -1.700    1.617
  -1.600    1.749
  -1.500    1.880
  -1.400    2.007
  -1.300    2.132
  -1.200    2.251
  -1.100    2.366
  -1.000    2.475
  -0.900    2.580
  -0.800    2.680
  -0.700    2.776
  -0.600    2.868
  -0.500    2.958
  -0.400    3.044
  -0.300    3.128
  -0.200    3.210
  -0.100    3.291
   0.000    3.370
   0.100    3.449
   0.200    3.526
   0.300    3.604
   0.400    3.680
   0.500    3.756
   0.600    3.832
   0.700    3.907
   0.800    3.981
   0.900    4.054
   1.000    4.125
   1.100    4.194
   1.200    4.261
   1.300    4.323
   1.400    4.380
   1.500    4.431
   1.600    4.475
   1.700    4.511
   1.800    4.538
   1.900    4.555
   2.000    4.561
   2.100    4.556
   2.200    4.541
   2.300    4.516
   2.400    4.482
   2.500    4.439
   2.600    4.389
   2.700    4.333
   2.800    4.271
   2.900    4.206
   3.000    4.137
   3.100    4.066
   3.200    3.994
   3.300    3.920
   3.400    3.845
   3.500    3.769
   3.600    3.693
   3.700    3.617
   3.800    3.540
   3.900    3.462
   4.000    3.384
