  -4.313    1.000
   2.610    1.000
   1.644    1.000
   2.008    1.000
   1.686    1.000
  -3.840    1.000
  -0.862    1.000
   1.202    1.000
   1.238    1.000
   2.256    1.000
  -2.485    1.000
   1.644    1.000
   2.442    1.000
   0.521    1.000
  -4.476    1.000
  -0.688    1.000
  -0.436    1.000
   1.565    1.000
   1.363    1.000
   1.547    1.000
   0.965    1.000
  -0.049    1.000
   2.953    1.000
   2.658    1.000
  -4.505    1.000
  -4.050    1.000
  -0.362    1.000
   1.669    1.000
