 1   53    0.000   -1.508    3.358    3.019    1.092    0.000    3.319    2.719
 2   53    0.000   -1.117    2.906    3.356    0.975    0.000    3.624    3.088
 3   53    0.000   -0.884    3.472    3.510    0.911    0.000    3.760    3.259
 4   53    0.000   -0.670    3.453    3.635    0.861    0.000    3.871    3.398
 5   52    0.000   -0.507    3.577    3.722    0.827    0.000    3.951    3.492
 6   52    0.000   -0.381    4.000    3.785    0.804    0.000    4.008    3.562
 7   52    0.000   -0.240    3.865    3.852    0.781    0.000    4.069    3.635
 8   52    0.000   -0.088    3.769    3.920    0.759    0.000    4.131    3.710
 9   52    0.000    0.051    3.885    3.980    0.741    0.000    4.186    3.775
10   52    0.000    0.190    4.096    4.039    0.724    0.000    4.240    3.838
11   52    0.000    0.348    4.096    4.102    0.707    0.000    4.298    3.906
12   52    0.000    0.547    4.231    4.179    0.688    0.000    4.370    3.988
13   52    0.000    0.876    4.231    4.299    0.656    0.000    4.481    4.117
14   52    0.000    1.330    4.558    4.448    0.609    0.000    4.617    4.279
15   52    0.000    2.142    4.808    4.598    0.544    0.000    4.749    4.447
