 1   53    0.000   -1.508    3.396    3.164    1.245    0.000    3.506    2.822
 2   53    0.000   -1.117    2.962    2.983    1.267    0.000    3.331    2.635
 3   53    0.000   -0.884    2.774    2.873    1.274    0.000    3.223    2.523
 4   53    0.000   -0.670    2.679    2.771    1.277    0.000    3.122    2.421
 5   52    0.000   -0.507    2.923    2.695    1.278    0.000    3.049    2.340
 6   52    0.000   -0.381    2.942    2.635    1.278    0.000    2.990    2.281
 7   52    0.000   -0.240    2.615    2.569    1.277    0.000    2.923    2.215
 8   52    0.000   -0.088    2.615    2.499    1.275    0.000    2.852    2.145
 9   52    0.000    0.051    2.654    2.435    1.272    0.000    2.787    2.082
10   52    0.000    0.190    2.058    2.371    1.268    0.000    2.722    2.019
11   52    0.000    0.348    2.135    2.299    1.262    0.000    2.650    1.949
12   52    0.000    0.547    2.250    2.211    1.254    0.000    2.559    1.863
13   52    0.000    0.876    1.750    2.068    1.237    0.000    2.411    1.725
14   52    0.000    1.330    1.577    1.879    1.207    0.000    2.214    1.544
15   52    0.000    2.142    1.731    1.577    1.139    0.000    1.892    1.261
