 1   53    0.000   -1.508    3.094    2.999    1.177    0.000    3.323    2.676
 2   53    0.000   -1.117    2.755    2.720    1.215    0.000    3.054    2.386
 3   53    0.000   -0.884    2.302    2.546    1.232    0.000    2.884    2.207
 4   53    0.000   -0.670    2.509    2.382    1.243    0.000    2.724    2.041
 5   52    0.000   -0.507    2.327    2.257    1.248    0.000    2.603    1.911
 6   52    0.000   -0.381    2.038    2.160    1.249    0.000    2.506    1.813
 7   52    0.000   -0.240    2.269    2.051    1.247    0.000    2.397    1.705
 8   52    0.000   -0.088    2.096    1.936    1.241    0.000    2.280    1.591
 9   52    0.000    0.051    2.038    1.831    1.233    0.000    2.173    1.489
10   52    0.000    0.190    1.885    1.728    1.221    0.000    2.066    1.389
11   52    0.000    0.348    1.615    1.614    1.204    0.000    1.947    1.280
12   52    0.000    0.547    1.269    1.475    1.176    0.000    1.802    1.149
13   52    0.000    0.876    1.019    1.264    1.119    0.000    1.574    0.953
14   52    0.000    1.330    1.154    1.008    1.024    0.000    1.292    0.724
15   52    0.000    2.142    0.385    0.685    0.853    0.000    0.922    0.449
