  -4.000    0.103
  -3.900    0.106
  -3.800    0.108
  -3.700    0.110
  -3.600    0.113
  -3.500    0.116
  -3.400    0.118
  -3.300    0.121
  -3.200    0.124
  -3.100    0.126
  -3.000    0.129
  -2.900    0.132
  -2.800    0.135
  -2.700    0.137
  -2.600    0.140
  -2.500    0.142
  -2.400    0.144
  -2.300    0.146
  -2.200    0.147
  -2.100    0.148
  -2.000    0.147
  -1.900    0.146
  -1.800    0.143
  -1.700    0.139
  -1.600    0.133
  -1.500    0.126
  -1.400    0.116
  -1.300    0.104
  -1.200    0.091
  -1.100    0.076
  -1.000    0.060
  -0.900    0.044
  -0.800    0.029
  -0.700    0.016
  -0.600    0.006
  -0.500    0.001
  -0.400    0.000
  -0.300    0.004
  -0.200    0.013
  -0.100    0.025
   0.000    0.040
   0.100    0.055
   0.200    0.071
   0.300    0.087
   0.400    0.101
   0.500    0.113
   0.600    0.123
   0.700    0.131
   0.800    0.138
   0.900    0.142
   1.000    0.145
   1.100    0.147
   1.200    0.148
   1.300    0.147
   1.400    0.146
   1.500    0.145
   1.600    0.143
   1.700    0.141
   1.800    0.138
   1.900    0.135
   2.000    0.133
   2.100    0.130
   2.200    0.127
   2.300    0.124
   2.400    0.122
   2.500    0.119
   2.600    0.116
   2.700    0.114
   2.800    0.111
   2.900    0.109
   3.000    0.106
   3.100    0.104
   3.200    0.101
   3.300    0.099
   3.400    0.097
   3.500    0.095
   3.600    0.092
   3.700    0.090
   3.800    0.088
   3.900    0.086
   4.000    0.084
