 1   53    0.000   -1.508    2.283    2.572    1.292    0.000    2.927    2.217
 2   53    0.000   -1.117    2.830    2.812    1.243    0.000    3.154    2.471
 3   53    0.000   -0.884    2.906    2.946    1.203    0.000    3.276    2.615
 4   53    0.000   -0.670    3.151    3.062    1.163    0.000    3.381    2.742
 5   52    0.000   -0.507    3.308    3.145    1.131    0.000    3.459    2.832
 6   52    0.000   -0.381    3.269    3.207    1.105    0.000    3.513    2.900
 7   52    0.000   -0.240    3.154    3.272    1.077    0.000    3.570    2.973
 8   52    0.000   -0.088    3.269    3.336    1.046    0.000    3.626    3.046
 9   52    0.000    0.051    3.423    3.390    1.018    0.000    3.672    3.107
10   52    0.000    0.190    3.404    3.438    0.992    0.000    3.713    3.163
11   52    0.000    0.348    3.288    3.485    0.965    0.000    3.753    3.217
12   52    0.000    0.547    3.731    3.530    0.938    0.000    3.790    3.270
13   52    0.000    0.876    3.538    3.565    0.915    0.000    3.819    3.311
14   52    0.000    1.330    3.577    3.536    0.934    0.000    3.795    3.277
15   52    0.000    2.142    3.173    3.252    1.075    0.000    3.550    2.954
