  -4.000    4.545
  -3.900    4.526
  -3.800    4.502
  -3.700    4.473
  -3.600    4.438
  -3.500    4.399
  -3.400    4.354
  -3.300    4.304
  -3.200    4.248
  -3.100    4.188
  -3.000    4.123
  -2.900    4.053
  -2.800    3.979
  -2.700    3.899
  -2.600    3.816
  -2.500    3.728
  -2.400    3.637
  -2.300    3.542
  -2.200    3.444
  -2.100    3.344
  -2.000    3.242
  -1.900    3.138
  -1.800    3.032
  -1.700    2.927
  -1.600    2.821
  -1.500    2.716
  -1.400    2.611
  -1.300    2.508
  -1.200    2.407
  -1.100    2.308
  -1.000    2.212
  -0.900    2.118
  -0.800    2.028
  -0.700    1.940
  -0.600    1.856
  -0.500    1.774
  -0.400    1.696
  -0.300    1.621
  -0.200    1.550
  -0.100    1.481
   0.000    1.415
   0.100    1.352
   0.200    1.291
   0.300    1.234
   0.400    1.178
   0.500    1.125
   0.600    1.075
   0.700    1.026
   0.800    0.979
   0.900    0.934
   1.000    0.892
   1.100    0.850
   1.200    0.811
   1.300    0.773
   1.400    0.736
   1.500    0.701
   1.600    0.668
   1.700    0.635
   1.800    0.604
   1.900    0.575
   2.000    0.546
   2.100    0.519
   2.200    0.493
   2.300    0.468
   2.400    0.444
   2.500    0.421
   2.600    0.399
   2.700    0.378
   2.800    0.358
   2.900    0.339
   3.000    0.321
   3.100    0.303
   3.200    0.287
   3.300    0.271
   3.400    0.256
   3.500    0.242
   3.600    0.228
   3.700    0.215
   3.800    0.203
   3.900    0.192
   4.000    0.181
