  -4.000    0.275
  -3.900    0.298
  -3.800    0.323
  -3.700    0.349
  -3.600    0.377
  -3.500    0.408
  -3.400    0.441
  -3.300    0.477
  -3.200    0.516
  -3.100    0.557
  -3.000    0.602
  -2.900    0.649
  -2.800    0.700
  -2.700    0.755
  -2.600    0.813
  -2.500    0.874
  -2.400    0.940
  -2.300    1.008
  -2.200    1.081
  -2.100    1.157
  -2.000    1.235
  -1.900    1.317
  -1.800    1.402
  -1.700    1.488
  -1.600    1.577
  -1.500    1.666
  -1.400    1.757
  -1.300    1.847
  -1.200    1.938
  -1.100    2.028
  -1.000    2.118
  -0.900    2.206
  -0.800    2.292
  -0.700    2.377
  -0.600    2.461
  -0.500    2.542
  -0.400    2.622
  -0.300    2.700
  -0.200    2.777
  -0.100    2.853
   0.000    2.928
   0.100    3.002
   0.200    3.075
   0.300    3.149
   0.400    3.223
   0.500    3.297
   0.600    3.371
   0.700    3.445
   0.800    3.519
   0.900    3.591
   1.000    3.662
   1.100    3.729
   1.200    3.791
   1.300    3.845
   1.400    3.890
   1.500    3.923
   1.600    3.943
   1.700    3.948
   1.800    3.939
   1.900    3.915
   2.000    3.878
   2.100    3.830
   2.200    3.774
   2.300    3.710
   2.400    3.642
   2.500    3.571
   2.600    3.498
   2.700    3.424
   2.800    3.349
   2.900    3.275
   3.000    3.201
   3.100    3.128
   3.200    3.054
   3.300    2.980
   3.400    2.906
   3.500    2.831
   3.600    2.755
   3.700    2.678
   3.800    2.599
   3.900    2.519
   4.000    2.437
