  -4.000    1.168
  -3.900    1.211
  -3.800    1.255
  -3.700    1.301
  -3.600    1.348
  -3.500    1.396
  -3.400    1.446
  -3.300    1.496
  -3.200    1.548
  -3.100    1.601
  -3.000    1.655
  -2.900    1.710
  -2.800    1.766
  -2.700    1.822
  -2.600    1.880
  -2.500    1.938
  -2.400    1.998
  -2.300    2.057
  -2.200    2.117
  -2.100    2.177
  -2.000    2.238
  -1.900    2.298
  -1.800    2.357
  -1.700    2.416
  -1.600    2.474
  -1.500    2.531
  -1.400    2.585
  -1.300    2.637
  -1.200    2.686
  -1.100    2.732
  -1.000    2.774
  -0.900    2.811
  -0.800    2.842
  -0.700    2.868
  -0.600    2.888
  -0.500    2.901
  -0.400    2.907
  -0.300    2.906
  -0.200    2.898
  -0.100    2.884
   0.000    2.863
   0.100    2.835
   0.200    2.802
   0.300    2.764
   0.400    2.722
   0.500    2.675
   0.600    2.625
   0.700    2.572
   0.800    2.517
   0.900    2.461
   1.000    2.402
   1.100    2.343
   1.200    2.283
   1.300    2.223
   1.400    2.163
   1.500    2.103
   1.600    2.043
   1.700    1.983
   1.800    1.925
   1.900    1.866
   2.000    1.809
   2.100    1.752
   2.200    1.697
   2.300    1.642
   2.400    1.588
   2.500    1.536
   2.600    1.484
   2.700    1.434
   2.800    1.385
   2.900    1.337
   3.000    1.290
   3.100    1.245
   3.200    1.200
   3.300    1.158
   3.400    1.116
   3.500    1.075
   3.600    1.036
   3.700    0.998
   3.800    0.962
   3.900    0.926
   4.000    0.892
